Record_ID,Date,Day,Month,Branch,Region,Store_Type,Staff_Count,Marketing_Spend,Customers,Orders,Average_Bill,Revenue,Food_Cost,Operating_Cost,Profit,Avg_Delivery_Min,Customer_Rating,Temperature_C,Humidity_Percent,Weather,Promotion
ST0304,2026-03-07,Saturday,March,Mumbai,West,Express,6,2908.87,168,145,370.76,67202.04,21408.77,35098.17,32103.87,22.5,4.55,22.9,35.3,Clear,None
ST0305,2026-02-12,Thursday,February,Jaipur,North,Standard,15,2908.42,252,199,593.23,150558.12,59342.05,89238.28,61319.84,20.8,4.38,37.8,50.4,Hot,Combo Deal
ST0306,2026-05-21,Thursday,May,Jaipur,North,Standard,11,2353.72,212,176,313.43,66758.85,24838.85,48653.1,18105.75,22.3,4.41,37.1,69.1,Clear,None
ST0307,2026-04-16,Thursday,April,Kochi,South,Premium,16,10141.79,297,278,549.39,162285.76,54188.66,88717.04,73568.72,24.9,4.92,29.0,59.2,Cloudy,Combo Deal
ST0308,2026-02-10,Tuesday,February,Delhi,North,Standard,8,5260.73,199,164,428.49,87475.36,31284.68,49882.46,37592.9,22.8,4.44,25.7,66.4,Clear,None
ST0309,2026-06-12,Friday,June,Jaipur,North,Express,9,4309.99,133,120,215.17,32910.34,12648.99,33144.65,-234.31,25.0,4.64,19.8,89.2,Clear,None
ST0310,2026-06-14,Sunday,June,Delhi,North,Express,9,7391.53,192,171,264.93,50568.06,16070.35,40862.49,9705.57,25.5,4.36,34.2,51.2,Clear,Weekend Offer
ST0311,2026-01-26,Monday,January,Kochi,South,Standard,11,4353.5,211,180,401.84,78484.92,28337.94,54907.14,23577.78,29.8,4.46,16.8,65.8,Rain,None
ST0312,2026-01-30,Friday,January,Jaipur,North,Standard,10,2392.23,187,162,388.71,79256.87,29865.33,47178.11,32078.76,29.4,4.24,30.9,51.8,Cloudy,None
ST0313,2026-05-09,Saturday,May,Mumbai,West,Standard,9,6207.28,249,232,506.03,131140.47,53232.2,78046.7,53093.77,25.2,4.54,27.4,68.7,Rain,Combo Deal
ST0314,2026-06-24,Wednesday,June,Jaipur,North,Standard,13,5263.14,197,178,402.96,81422.68,27175.74,52018.37,29404.31,22.3,4.73,37.9,34.8,Cloudy,None
ST0315,2026-03-16,Monday,March,Bengaluru,South,Standard,13,4429.55,211,188,405.28,86079.81,28557.41,52307.71,33772.1,20.4,4.6,30.9,82.0,Clear,None
ST0316,2026-03-02,Monday,March,Delhi,North,Express,5,7361.81,176,140,289.06,50394.32,18682.22,37535.31,12859.01,26.0,4.29,29.6,68.7,Cloudy,Combo Deal
ST0317,2026-04-12,Sunday,April,Kochi,South,Express,8,2703.08,156,144,368.87,53478.74,18082.91,36317.72,17161.02,26.7,4.25,25.0,52.6,Clear,None
ST0318,2026-03-17,Tuesday,March,Srinagar,North,Express,9,6815.27,182,164,370.04,71256.71,25130.98,45515.78,25740.93,27.0,4.71,27.6,50.9,Cloudy,None
ST0319,2026-06-16,Tuesday,June,Hyderabad,South,Express,6,4616.87,156,134,200.19,33314.71,10995.94,28097.91,5216.8,18.1,4.93,24.2,57.7,Clear,Weekend Offer
ST0320,2026-01-01,Thursday,January,Jaipur,North,Standard,16,7320.77,264,228,366.9,95277.37,34098.65,63018.68,32258.69,26.6,4.47,30.2,40.2,Rain,Combo Deal
ST0321,2026-06-02,Tuesday,June,Pune,West,Standard,8,7865.46,200,181,385.88,83856.99,29510.39,53169.48,30687.51,26.4,4.8,38.9,55.6,Clear,None
ST0322,2026-05-16,Saturday,May,Bengaluru,South,Standard,18,9071.49,275,250,393.87,101548.42,32495.31,62498.62,39049.8,26.1,4.52,26.9,50.1,Hot,None
ST0323,2026-06-03,Wednesday,June,Srinagar,North,Express,5,4722.93,109,92,339.89,40360.02,13642.67,27374.38,12985.64,28.1,4.55,27.0,80.3,Cloudy,None
ST0324,2026-03-28,Saturday,March,Delhi,North,Premium,21,6053.99,320,269,589.93,191425.08,75833.04,107679.12,83745.96,26.3,4.54,28.8,52.6,Rain,None
ST0325,2026-06-01,Monday,June,Delhi,North,Standard,8,2799.29,185,152,410.12,76351.34,29752.54,45776.38,30574.96,28.1,4.52,19.9,49.1,Clear,Weekend Offer
ST0326,2026-01-05,Monday,January,Pune,West,Express,8,5858.16,130,105,404.38,49184.39,18067.97,38398.73,10785.66,24.5,4.53,29.2,81.2,Cloudy,Combo Deal
ST0327,2026-01-12,Monday,January,Kochi,South,Standard,8,5190.22,251,198,399.86,104814.52,43069.49,63801.57,41012.95,27.4,4.63,31.1,77.3,Clear,None
ST0328,2026-01-24,Saturday,January,Jaipur,North,Standard,15,4633.91,272,247,392.22,95705.44,29682.14,54194.36,41511.08,25.5,4.62,34.5,67.2,Clear,None
ST0329,2026-06-17,Wednesday,June,Mumbai,West,Express,8,7006.62,202,181,440.82,84794.88,27386.83,48229.78,36565.1,29.1,4.6,22.3,58.0,Clear,Weekend Offer
ST0330,2026-03-30,Monday,March,Kochi,South,Express,6,7353.82,150,120,497.46,71564.75,25803.35,45868.71,25696.04,24.0,4.41,19.7,68.9,Hot,Weekend Offer
ST0331,2026-06-02,Tuesday,June,Srinagar,North,Standard,14,4963.24,231,192,408.21,95868.39,29771.01,60297.41,35570.98,23.6,4.66,28.4,83.6,Rain,None
ST0332,2026-01-12,Monday,January,Hyderabad,South,Standard,16,5573.45,229,182,324.04,73434.08,29446.16,55177.51,18256.57,24.1,4.65,41.2,67.0,Clear,Weekend Offer
ST0333,2026-01-05,Monday,January,Srinagar,North,Standard,17,6031.15,209,185,393.22,78971.92,30597.69,63124.49,15847.43,25.6,4.58,30.3,38.6,Clear,Weekend Offer
ST0334,2026-01-04,Sunday,January,Bengaluru,South,Premium,14,7729.46,360,334,544.52,186854.25,75946.59,107031.0,79823.25,29.5,4.72,22.6,49.6,Cloudy,Weekend Offer
ST0335,2026-04-28,Tuesday,April,Kochi,South,Express,10,4759.95,141,119,314.17,40185.29,14549.68,39495.38,689.91,19.5,4.63,33.4,62.3,Rain,Weekend Offer
ST0336,2026-02-22,Sunday,February,Kochi,South,Standard,14,1383.37,240,196,451.12,103158.2,41505.05,64946.75,38211.45,26.0,4.43,28.5,58.7,Clear,Weekend Offer
ST0337,2026-05-10,Sunday,May,Pune,West,Standard,14,6190.67,304,259,412.76,134176.64,50631.2,81853.12,52323.52,25.2,4.76,22.5,70.3,Cloudy,Weekend Offer
ST0338,2026-03-13,Friday,March,Bengaluru,South,Express,6,6157.72,158,139,337.69,57030.09,17903.43,39940.37,17089.72,26.4,4.46,23.9,54.2,Clear,Combo Deal
ST0339,2026-02-18,Wednesday,February,Delhi,North,Standard,12,3066.89,173,156,404.37,76428.34,29469.58,51256.48,25171.86,27.0,4.21,29.5,73.7,Hot,Weekend Offer
ST0340,2026-01-27,Tuesday,January,Jaipur,North,Standard,9,3530.97,226,212,402.75,94912.37,35302.41,53823.51,41088.86,30.5,4.2,20.6,61.2,Clear,Loyalty Offer
ST0341,2026-05-19,Tuesday,May,Srinagar,North,Standard,12,5932.59,231,213,380.23,86045.48,28722.38,53710.0,32335.48,25.3,4.75,26.4,62.0,Cloudy,None
ST0342,2026-02-28,Saturday,February,Srinagar,North,Standard,11,4954.63,234,184,383.52,84869.22,27364.57,54059.87,30809.35,30.1,4.38,35.1,82.8,Cloudy,None
ST0343,2026-02-17,Tuesday,February,Hyderabad,South,Premium,14,5032.77,261,230,480.64,129683.32,52064.16,77391.23,52292.09,26.7,4.28,22.0,63.5,Clear,Weekend Offer
ST0344,2026-03-22,Sunday,March,Bengaluru,South,Standard,12,5254.69,237,214,413.85,94642.59,32257.61,55652.02,38990.57,25.9,4.39,43.5,61.0,Clear,Combo Deal
ST0345,2026-05-01,Friday,May,Mumbai,West,Express,5,6095.3,181,153,303.89,49079.38,17077.06,38266.28,10813.1,29.8,4.32,26.2,58.9,Cloudy,Loyalty Offer
ST0346,2026-02-08,Sunday,February,Mumbai,West,Express,10,7389.17,202,164,322.03,56852.25,18863.88,43733.92,13118.33,27.2,4.63,28.9,64.6,Rain,None
ST0347,2026-06-05,Friday,June,Mumbai,West,Premium,12,8398.13,274,232,508.32,138198.35,50914.04,75370.62,62827.73,35.4,4.32,22.7,57.9,Rain,None
ST0348,2026-03-13,Friday,March,Bengaluru,South,Standard,16,2876.93,196,183,322.37,62974.97,23946.23,51377.97,11597.0,22.5,4.51,32.3,63.4,Clear,Combo Deal
ST0349,2026-03-10,Tuesday,March,Jaipur,North,Standard,9,4731.74,200,181,413.05,78451.05,26050.73,47400.29,31050.76,28.3,4.51,24.7,58.6,Clear,Loyalty Offer
ST0350,2026-02-03,Tuesday,February,Pune,West,Standard,16,7004.28,225,204,381.1,86122.21,28144.81,54734.11,31388.1,22.7,4.3,32.0,83.9,Clear,None
